number,value,datetime_start,datetime_complete,duration,params_half_life_days,params_l2_lambda,params_threshold,state,r2
14,-0.0793396492451044,2026-06-09 15:52:17.658556,2026-06-09 15:52:18.703061,0 days 00:00:01.044505,305.1800390254951,3.94171678241066,6,COMPLETE,0.0793396492451044
15,-0.07711867351985913,2026-06-09 15:52:18.703159,2026-06-09 15:52:20.100862,0 days 00:00:01.397703,472.2998585053038,3.208108786820768,7,COMPLETE,0.07711867351985913
16,-0.07407021699210736,2026-06-09 15:52:20.100918,2026-06-09 15:52:21.416049,0 days 00:00:01.315131,77.47217550299321,0.8058805332482413,4,COMPLETE,0.07407021699210736
17,-0.07570784768141436,2026-06-09 15:52:21.416148,2026-06-09 15:52:22.377062,0 days 00:00:00.960914,198.32363013208175,9.70215954926184,9,COMPLETE,0.07570784768141436
18,-0.06711838836834483,2026-06-09 15:52:22.377122,2026-06-09 15:52:24.455231,0 days 00:00:02.078109,875.6376547681502,0.8883116653692037,5,COMPLETE,0.06711838836834483
19,-0.07672628616180843,2026-06-09 15:52:24.455339,2026-06-09 15:52:25.499280,0 days 00:00:01.043941,490.4715911574188,5.260124103930152,9,COMPLETE,0.07672628616180843
20,-0.07922307041549881,2026-06-09 15:52:25.499336,2026-06-09 15:52:26.559139,0 days 00:00:01.059803,290.65268415411316,2.6558836137002966,2,COMPLETE,0.07922307041549881
21,-0.07903727143826289,2026-06-09 15:52:26.559238,2026-06-09 15:52:27.566098,0 days 00:00:01.006860,323.2743648962877,4.160617933755993,6,COMPLETE,0.07903727143826289
22,-0.07988982108697606,2026-06-09 15:52:27.566153,2026-06-09 15:52:28.490244,0 days 00:00:00.924091,231.45122772693162,3.967582794487541,8,COMPLETE,0.07988982108697606
23,-0.07871061062119322,2026-06-09 15:52:28.490341,2026-06-09 15:52:29.461445,0 days 00:00:00.971104,195.91163946174936,6.294571127267906,9,COMPLETE,0.07871061062119322
24,-0.08015916915683041,2026-06-09 15:52:29.461542,2026-06-09 15:52:30.483636,0 days 00:00:01.022094,128.65616023916652,2.389525370602795,15,COMPLETE,0.08015916915683041
25,-0.0770498765412927,2026-06-09 15:52:30.483760,2026-06-09 15:52:31.706700,0 days 00:00:01.222940,115.70498221479606,1.0814551731538213,17,COMPLETE,0.0770498765412927
26,-0.0783487175640406,2026-06-09 15:52:31.706756,2026-06-09 15:52:32.527604,0 days 00:00:00.820848,73.95541511846223,2.4270959828895076,14,COMPLETE,0.0783487175640406
27,-0.07717973046812221,2026-06-09 15:52:32.527660,2026-06-09 15:52:33.267256,0 days 00:00:00.739596,126.93949989663089,6.39331851439881,17,COMPLETE,0.07717973046812221
28,-0.07698931440352907,2026-06-09 15:52:33.267308,2026-06-09 15:52:34.377840,0 days 00:00:01.110532,92.09761809299717,1.1827961595530496,18,COMPLETE,0.07698931440352907
29,-0.07654206596492918,2026-06-09 15:52:34.377900,2026-06-09 15:52:35.320058,0 days 00:00:00.942158,157.42291264308065,7.948010668004212,15,COMPLETE,0.07654206596492918
30,-0.06796070232380547,2026-06-09 15:52:35.320118,2026-06-09 15:52:36.913033,0 days 00:00:01.592915,237.10177533544584,0.5991538986340588,10,COMPLETE,0.06796070232380547
31,-0.08051676091688575,2026-06-09 15:52:36.913090,2026-06-09 15:52:37.936160,0 days 00:00:01.023070,196.85307994411068,2.869424096694847,2,COMPLETE,0.08051676091688575
32,-0.08014524599605721,2026-06-09 15:52:37.936264,2026-06-09 15:52:39.028556,0 days 00:00:01.092292,232.35015978104596,2.8898595277581083,2,COMPLETE,0.08014524599605721
33,-0.07928475408443603,2026-06-09 15:52:39.028608,2026-06-09 15:52:40.245800,0 days 00:00:01.217192,233.71595728292422,1.9723878254535332,2,COMPLETE,0.07928475408443603
34,-0.07777893658010926,2026-06-09 15:52:40.245897,2026-06-09 15:52:41.409631,0 days 00:00:01.163734,387.8598067577784,2.466682771262697,2,COMPLETE,0.07777893658010926
